1353083284,79907
1353083875,79823
1353084475,79749
1353085075,79687
1353085675,79573
1353086276,79472
1353086876,79444
1353087476,79356
1353088076,79373
1353088676,79366
1353089276,79375
1353089876,79326
1353090476,79385
1353091076,79452
1353091676,79560
1353092277,79595
1353092877,79655
1353093432,79727
1353093536,79728
1353094130,79825
1353094518,79863
1353094698,79900
1353094975,79916
1353095551,79999
1353096142,79895
1353096742,79929
1353097342,79934
1353097942,79844
1353098542,79815
1353099142,79751
1353099742,79658
1353100342,79529
1353100942,79420
1353101543,79131
1353102143,78777
1353102743,78537
1353103343,78121
1353103943,77705
1353104543,77337
1353105143,76904
1353105743,76454
1353106343,75946
1353106943,75485
1353107544,74940
1353108144,74499
1353108744,74121
1353109344,73742
1353109944,73358
1353110544,72995
1353111144,72605
1353111744,72279
1353112344,71873
1353112944,71578
1353113545,71371
1353114145,70995
1353114745,70634
1353115345,70372
1353115945,70099
1353116545,69864
1353117145,69713
1353117745,69511
1353118345,69313
1353118945,69090
1353119546,68903
1353120146,68765
1353120746,68604
1353121346,68509
1353121946,68429
1353122546,68281
1353123146,68179
1353123746,68092
1353124346,68035
1353124946,67923
1353125547,67869
1353126147,67732
1353126747,67650
1353127347,67609
1353127947,67530
1353128547,67425
1353129147,67306
1353129747,67200
1353130208,67116
1353130801,66998
1353131401,66877
1353132001,66877
1353132601,66775
1353133201,66719
1353133801,66644
1353134401,66577
1353135001,66546
1353135601,66542
1353136202,66468
1353136802,66457
1353137402,66417
1353138002,66398
1353138602,66491
1353139202,66457
1353139802,66504
1353140402,66536
1353141002,66496
1353141602,66553
1353142202,66625
1353142802,66758
1353143403,66937
1353144003,67028
1353144603,67165
1353145203,67240
1353145803,67338
1353146403,67479
1353147003,67629
1353147603,67755
1353148203,67907
1353148803,68062
1353149404,68185
1353150004,68287
1353150604,68423
1353151204,68514
1353151804,68641
1353152404,68753
1353153004,68882
1353153604,68980
1353154204,69040
1353154804,69110
1353155405,69290
1353156005,69426
1353156605,69536
1353157205,69589
1353157805,69628
1353158405,69761
1353159005,69857
1353159605,69957
1353160205,70078
1353160805,70237
1353161406,70401
1353162006,70578
1353162606,70680
1353163206,70760
1353163806,70878
1353164406,70998
1353165006,71140
1353165606,71269
1353166206,71438
1353166806,71523
1353167406,71603
1353168007,71757
1353168607,71785
1353169207,71881
1353169807,72032
1353170407,72073
1353171007,72269
1353171607,72339
1353172207,72352
1353172807,72418
1353173407,72570
1353174008,72585
1353174608,72616
1353175208,72675
1353175808,72807
1353176408,72810
1353177008,72902
1353177608,72940
1353178208,73024
1353178808,73222
1353179408,73145
1353180009,73220
1353180609,73333
1353181209,73414
1353181809,73476
1353182409,73510
1353183009,73499
1353183609,73475
1353184209,73498
1353184809,73464
1353185409,73482
1353186009,73458
1353186610,73406
1353187210,73426
1353187810,73369
1353188410,73286
1353189010,73192
1353189610,73107
1353190210,72973
1353190810,72793
1353191410,72647
1353192010,72472
1353192611,72349
1353193211,72172
1353193811,71970
1353194411,71799
1353195011,71614
1353195611,71468
1353196211,71264
1353196811,71033
1353197411,70890
1353198011,70706
1353198612,70520
1353199212,70322
1353199812,70233
1353200412,70090
1353201012,69972
1353201612,69824
1353202212,69672
1353202812,69534
1353203412,69369
1353204012,69266
1353204612,69159
1353205213,68948
1353205813,68897
1353206413,68823
1353207013,68739
1353207613,68640
1353208213,68562
1353208813,68432
1353209413,68352
1353210013,68289
1353210613,68196
1353211214,68111
1353211814,67960
1353212414,67864
1353213014,67771
1353213614,67531
1353214214,67404
1353214814,67385
1353215414,67296
1353216014,67240
1353216614,67186
1353217214,67126
1353217815,66988
1353218415,66848
1353219015,66726
1353219615,66639
1353220215,66569
1353220815,66519
1353221415,66442
1353222015,66448
1353222615,66397
1353223215,66390
1353223816,66374
1353224416,66370
1353225016,66376
1353225616,66345
1353226216,66343
1353226816,66416
1353227416,66438
1353228016,66530
1353228616,66624
1353229216,66707
1353229817,66756
1353230417,66909
1353231017,67040
1353231617,67204
1353232217,67323
1353232817,67510
1353233417,67699
1353234017,67840
1353234617,67984
1353235218,68129
1353235818,68245
1353236418,68375
1353237018,68485
1353237618,68595
1353238218,68706
1353238818,68847
1353239418,68970
1353240018,69066
1353240618,69217
1353241219,69328
1353241819,69462
1353242419,69547
1353243019,69649
1353243619,69790
1353244219,69858
1353244819,69970
1353245419,70090
1353246019,70260
1353246619,70382
1353247220,70542
1353247820,70646
1353248420,70763
1353249020,70865
1353249620,70995
1353250220,71077
1353250820,71226
1353251420,71304
1353252020,71451
1353252620,71532
1353253221,71644
1353253821,71773
1353254421,71967
1353255021,72098
1353255621,72231
1353256221,72334
1353256821,72488
1353257421,72626
1353258021,72701
1353258621,72858
1353259222,73004
1353259822,73077
1353260422,73114
1353261022,73255
1353261622,73391
1353262222,73529
1353262822,73611
1353263422,73686
1353264022,73812
1353264622,73902
1353265223,74052
1353265823,74134
1353266423,74174
1353267023,74314
1353267623,74355
1353268223,74393
1353268823,74392
1353269423,74461
1353270023,74438
1353270623,74479
1353271224,74512
1353271824,74454
1353272424,74416
1353273024,74299
1353273624,74183
1353274224,74041
1353274824,73931
1353275424,73697
1353276024,73545
1353276624,73264
1353277225,73020
1353277825,72819
1353278425,72621
1353279025,72491
1353279625,72204
1353280225,71925
1353280825,71612
1353281425,71310
1353282025,71097
1353282625,70851
1353283226,70755
1353283491,70634
1353284084,70445
1353284684,70302
1353285285,70080
1353285885,69956
1353286485,69879
1353287085,69843
1353287685,69811
1353288285,69756
1353288885,69710
1353289485,69637
1353290085,69563
1353290685,69528
1353291285,69436
1353291886,69386
1353292486,69304
1353293086,69256
1353293686,69225
1353294286,69207
1353294886,69077
1353295486,69081
1353296086,69032
1353296686,68994
1353297286,68894
1353297887,68789
1353298487,68678
1353299087,68610
1353299687,68515
1353300287,68402
1353300887,68314
1353301215,68265
1353301890,68162
1353302000,68144
1353302591,68037
1353303191,67929
1353303791,67825
1353304391,67762
1353304992,67758
1353305592,67681
1353306192,67722
1353306792,67647
1353307392,67629
1353307992,67680
1353308592,67801
1353309192,67964
1353309792,68166
1353310392,68371
1353310993,68636
1353311593,68912
1353312193,69277
1353312793,69674
1353313393,70181
1353313993,70526
1353314593,70945
1353315193,71279
1353315793,71637
1353316393,72050
1353316994,72349
1353317594,72630
1353318194,72943
1353318794,73256
1353319394,73395
1353319994,73608
1353320594,73805
1353321194,73926
1353321794,74061
1353322394,74141
